uniprot_kb,symbol,synonyms,full_name
P63010,Q96EL6,AP2B1,ADTB2|AP105B|AP2-BETA|CLAPB1,adaptor related protein complex 2 beta 1 subunit
B4DNB9,E9PFW3,Q96CW1,AP2M1,AP50|CLAPM1|mu2,adaptor related protein complex 2 mu 1 subunit
M0QYZ2,M0R0N4,P53680,X6R390,AP2S1,AP17|CLAPS2|FBH3|FBHOk|HHC3,adaptor related protein complex 2 sigma 1 subunit
P62330,ARF6,,ADP ribosylation factor 6
A0A0S2Z536,Q9UNA1,ARHGAP26,GRAF|GRAF1|OPHN1L|OPHN1L1,Rho GTPase activating protein 26
C9J8P9,P09496,CLTA,LCA,clathrin light chain A
A0A024R7S3,P09497,CLTB,LCB,clathrin light chain B
A0A087WVQ6,Q00610,CLTC,CHC|CHC17|CLH-17|CLTCL2|Hc,clathrin heavy chain
A0A0D9SFE4,B4DK06,B7ZAC0,Q05193,DNM1,DNM|EIEE31,dynamin 1
B4DYR6,G8JLD5,O00429,DNM1L,DLP1|DRP1|DVLP|DYMPLE|EMPF|HDYNIV,dynamin 1-like
P50570,Q8N1K8,DNM2,CMT2M|CMTDI1|CMTDIB|DI-CMTB|DYN2|DYNII|LCCS5,dynamin 2
Q9UQ16,DNM3,Dyna III,dynamin 3
A0A024RDA1,A0A024RDA9,Q9NV70,EXOC1,BM-102|SEC3|SEC3L1|SEC3P,exocyst complex component 1
A0A024QZT2,Q96KP1,EXOC2,SEC5|SEC5L1|Sec5p,exocyst complex component 2
A0A024QYZ6,O60645,Q69YP2,EXOC3,SEC6|SEC6L1|Sec6p,exocyst complex component 3
Q6NX51,Q96A65,EXOC4,SEC8|SEC8L1|Sec8p,exocyst complex component 4
O00471,Q8IW24,EXOC5,HSEC10|PRO1912|SEC10|SEC10L1|SEC10P,exocyst complex component 5
A5YP36,B2RDH5,B3KXY5,B7Z6G5,E7EW84,Q8TAG9,EXOC6,EXOC6A|SEC15|SEC15L|SEC15L1|SEC15L3|Sec15p,exocyst complex component 6
B4DJ07,B5MCY9,Q63HP7,Q9UPT5,EXOC7,2-5-3p|EX070|EXO70|EXOC1|Exo70p|YJL085W,exocyst complex component 7
Q8IYI6,EXOC8,EXO84|Exo84p|SEC84,exocyst complex component 8
A0A087WUM5,A0A088AWP7,Q5VZR0,Q9H4G4,GLIPR2,C9orf19|GAPR-1|GAPR1,GLI pathogenesis related 2
E5KLJ5,E5KLJ6,E5KLJ7,E5KLJ9,E5KLK0,E5KLK1,E5KLK2,O60313,OPA1,BERHS|MGM1|MTDPS14|NPG|NTG|largeG,OPA1, mitochondrial dynamin like GTPase
Q13393,Q59EA4,PLD1,,phospholipase D1
P11233,RALA,RAL,v-ral simian leukemia viral oncogene homolog A (ras related)
A0A024RAG3,P11234,RALB,,v-ral simian leukemia viral oncogene homolog B
Q7L523,RRAGA,FIP-1|FIP1|RAGA,Ras related GTP binding A
B4DQ03,B4DQG4,Q9HB90,RRAGC,GTR2|RAGC|TIB929,Ras related GTP binding C
Q9NQL2,RRAGD,RAGD|bA11D8.2.1,Ras related GTP binding D
P56962,STX17,,syntaxin 17
O15400,STX7,,syntaxin 7
Q9UNK0,STX8,CARB,syntaxin 8
F5GXK4,Q9P2M4,TBC1D14,,TBC1 domain family member 14
Q3MII6,TBC1D25,MG81|OATL1,TBC1 domain family member 25
A0A024QZX0,A0A024R011,Q5JPB9,Q9P0N9,U3KPY5,TBC1D7,MGCPH|PIG51|TBC7,TBC1 domain family member 7
Q9Y5R8,TRAPPC1,BET5|MUM2,trafficking protein particle complex 1
P0DI81,P0DI82,Q6IBE5,TRAPPC2,MIP2A|SEDL|SEDT|TRAPPC2P1|TRS20|ZNF547L|hYP38334,trafficking protein particle complex 2
A0A087WWM0,A0A087WYS5,O43617,TRAPPC3,BET3,trafficking protein particle complex 3
B4DF86,E9PKS9,E9PQE8,J3KP27,Q9Y296,TRAPPC4,CGI-104|HSPC172|PTD009|SBDN|SYNBINDIN|TRS23,trafficking protein particle complex 4
Q8IUR0,TRAPPC5,TRS31,trafficking protein particle complex 5
B7TZ90,O75865,TRAPPC6A,TRS33,trafficking protein particle complex 6A
Q9Y2L5,TRAPPC8,GSG1|HsT2706|KIAA1012|TRS85,trafficking protein particle complex 8
Q96Q05,TRAPPC9,IBP|IKBKBBP|MRT13|NIBP|T1|TRS120,trafficking protein particle complex 9
P48553,TRAPPC10,EHOC-1|EHOC1|GT334|TMEM1|TRS130|TRS30,trafficking protein particle complex 10
Q15836,Q6FGG2,VAMP3,CEB,vesicle associated membrane protein 3
A0A024R061,A0A024R074,P51809,VAMP7,SYBL1|TI-VAMP|TIVAMP|VAMP-7,vesicle associated membrane protein 7
B7Z2A7,B7Z2R7,B7Z9D0,Q5T8D3,Q8NCM9,ACBD5,,acyl-CoA binding domain containing 5
A0A024RAG0,P05186,ALPL,AP-TNAP|APTNAP|HOPS|TNAP|TNSALP,alkaline phosphatase, liver/bone/kidney
O18645,AMPKalpha,AK|AMPK|AmpKalpha|CG3051|DmAMPK alpha|DmelCG3051|EG:132E8.2|FBgn0023169|Gprk-4|Gprk4|SNF1A|ampk|ampkalpha|dAMPK|dAMPKa|dAMPKalpha|snf1A|snf1a,AMP-activated protein kinase alpha subunit
P0DM65,Becn2,Beclin-2|Gm104,beclin 2
A0A0B4KH88,Q5BIH5,Q9VEV4,ema,CG12753|DmelCG12753,endosomal maturation defective
Q9BTI0,Q9HCE0,EPG5,HEEW1|KIAA1632|VICIS,ectopic P-granules autophagy protein 5 homolog (C. elegans)
Q08649,ESA1,KAT5|TAS1,
P40515,FIS1,MDV2,
Q96AX1,VPS33A,,VPS33A, CORVET/HOPS core subunit
Q8IVP5,FUNDC1,,FUN14 domain containing 1
P29295,HRR25,KTI14,
P11142,Q53HF2,V9HW22,HSPA8,HEL-33|HEL-S-72p|HSC54|HSC70|HSC71|HSP71|HSP73|HSPA10|LAP-1|LAP1|NIP71,heat shock protein family A (Hsp70) member 8
P38691,KSP1,,
P13473,LAMP2,CD107b|LAMP-2|LAMPB|LGP110,lysosomal associated membrane protein 2
A0A0R4J250,Q61070,Ei24,AA536736|AI115355|PIG8,etoposide induced 2.4 mRNA
A0A024R870,Q6UWE0,LRSAM1,CMT2P|RIFLE|TAL,leucine rich repeat and sterile alpha motif containing 1
E9PBB9,Q6NUQ9,Q9UQF2,MAPK8IP1,IB1|JIP-1|JIP1|PRKM8IP,mitogen-activated protein kinase 8 interacting protein 1
P47025,MDV1,FIS2|GAG3|NET2,
P38994,MSS4,,
P35283,Rab12,2900054P15Rik|AW555448|C77700,RAB12, member RAS oncogene family
Q96F24,NRBF2,COPR|COPR1|COPR2|NRBF-2,nuclear receptor binding factor 2
Q7KTX7,park,AAN12155.1|CG10523|DmelCG10523|Dpark|PK|Park|SD01679|dpk|pk,parkin
Q8NBJ9,SIDT2,CGI-40,SID1 transmembrane family member 2
A0A0S2Z480,A0A0S2Z4F3,A0A0S2Z4H1,B4DR50,B4E0T2,P50542,PEX5,PBD2A|PBD2B|PTS1-BP|PTS1R|PXR1|RCDP5,peroxisomal biogenesis factor 5
P39104,PIK1,PIK120|PIK41,
E9PDJ2,P53805,Q6FGP2,Q6ZMM3,V9GYW9,RCAN1,ADAPT78|CSP1|DSC1|DSCR1|MCIP1|RCN1,regulator of calcineurin 1
P14199,ref(2)P,CG10360|DmelCG10360|Ref(2)P|Ref(2)p|Ref2P|SQSTM1|p62|p63|ref|ref(2)Pn|ref(2)Po2|ref(2)p|ref2p,refractory to sigma P
Q9UIL1,SCOC,HRIHFB2072|SCOCO|UNC-69,short coiled-coil protein
Q96ST3,SIN3A,,SIN3 transcription regulator family member A
A0A0R4J0V3,E9QKQ5,Q8CD95,Q91ZP3,Lpin1,4631420P06|Kiaa0188|Lipin1|fld|mKIAA0188,lipin 1
B7Z392,M0QYC5,O75182,SIN3B,,SIN3 transcription regulator family member B
A0A024QZI5,B2R5V0,Q13772,Q96E88,NCOA4,ARA70|ELE1|PTC3|RFG,nuclear receptor coactivator 4
O95721,SNAP29,CEDNIK|SNAP-29,synaptosome associated protein 29kDa
P37297,STT4,,
B9A6K1,Q92609,TBC1D5,,TBC1 domain family member 5
Q96HS1,PGAM5,BXLBV68,PGAM family member 5, mitochondrial serine/threonine protein phosphatase
Q7Z6L1,TECPR1,,tectonin beta-propeller repeat containing 1
A0A024RCY3,B0QYS6,P19484,TFEB,ALPHATFEB|BHLHE35|TCFEB,transcription factor EB
A0A024RBV5,P51151,RAB9A,RAB9,RAB9A, member RAS oncogene family
Q75MR5,Q9P0U1,TOMM7,TOM7,translocase of outer mitochondrial membrane 7
Q9Y4K3,TRAF6,MGC:3310|RNF85,TNF receptor associated factor 6
P38334,TRS20,,
Q03784,TRS23,,
Q03337,TRS31,,
Q99394,TRS33,,
P46944,TRS85,GSG1|MUM1,
A0A0B4K5Z5,P25153,Ubc6,BcDNA:RE56673|CG2013|Dhr6|DmelCG2013|RAD6|Rad6|Rad6a|UbcD6|dRAD6|dRad6,Ubiquitin conjugating enzyme 6
A0A0D9SG71,P49459,UBE2A,HHR6A|MRXS30|MRXSN|RAD6A|UBC2,ubiquitin conjugating enzyme E2 A
Q3TQ27,Q3UCS1,Q9Z255,Ube2a,HHR6A|HR6A|Mhr6a,ubiquitin-conjugating enzyme E2A
P62837,UBE2D2,E2(17)KB2|PUBC1|UBC4|UBC4/5|UBCH4|UBCH5B,ubiquitin conjugating enzyme E2 D2
A0A0R4J0Q3,Q8CH36,Slc36a4,6330573I15Rik|PAT4,solute carrier family 36 (proton/amino acid symporter), member 4
A0A024RDH2,D6RAH7,P61077,UBE2D3,E2(17)KB3|UBC4/5|UBCH5C,ubiquitin conjugating enzyme E2 D3
A0A024R1A4,P68036,UBE2L3,E2-F1|L-UBC|UBCH7|UbcM4,ubiquitin conjugating enzyme E2 L3
P61088,V9HW41,UBE2N,HEL-S-71|UBC13|UBCHBEN; UBC13|UbcH-ben|UbcH13,ubiquitin conjugating enzyme E2 N
P39001,UME6,CAR80|NIM2|RIM16,
Q9BV40,VAMP8,EDB|VAMP-8,vesicle associated membrane protein 8
A0A024QZT0,P45880,VDAC2,POR,voltage dependent anion channel 2
Q06159,ATG39,,
Q99325,ATG40,,
Q10567,AP1B1,ADTB1|AP105A|BAM22|CLAPB2,adaptor related protein complex 1 beta 1 subunit
O43747,Q8IY97,AP1G1,ADTG|CLAPG1,adaptor related protein complex 1 gamma 1 subunit
A0A024R4A2,P09923,ALPI,IAP,alkaline phosphatase, intestinal
P36404,Q53YD8,ARL2,ARFL2,ADP ribosylation factor like GTPase 2
A8K6P0,B0AZM1,P27540,Q53F30,ARNT,HIF-1-beta|HIF-1beta|HIF1-beta|HIF1B|HIF1BETA|TANGO|bHLHe2,aryl hydrocarbon receptor nuclear translocator
A0A0E3SU01,P23560,BDNF,ANON2|BULN2,brain-derived neurotrophic factor
O15484,CAPN5,ADNIV|HTRA3|VRNI|nCL-3,calpain 5
B2RDI5,B4DWH5,P07384,CAPN1,CANP|CANP1|CANPL1|muCANP|muCL,calpain 1
B4DN77,P17655,Q59EF6,CAPN2,CANP2|CANPL2|CANPml|mCANP,calpain 2
A0A0S2Z3E1,P20807,CAPN3,CANP3|CANPL3|LGMD2|LGMD2A|nCL-1|p94,calpain 3
A0A0C4DGQ5,P04632,CAPNS1,CALPAIN4|CANP|CANPS|CAPN4|CDPS|CSS1,calpain small subunit 1
Q9Y6Q1,CAPN6,CANPX|CAPNX|CalpM|DJ914P14.1,calpain 6
A0A024QYT6,P61966,AP1S1,AP19|CLAPS1|EKV3|MEDNIK|SIGMA1A,adaptor related protein complex 1 sigma 1 subunit
P68400,CSNK2A1,CK2A1|CKII|CSNK2A3,casein kinase 2 alpha 1
N0E4C7,P67870,CSNK2B,CK2B|CK2N|CSK2B|G5A,casein kinase 2 beta
A0A024R374,P07858,Q5HYG5,CTSB,APPS|CPSB,cathepsin B
P07339,V9HWI3,CTSD,CLN10|CPSD|HEL-S-130P,cathepsin D
A0A024R276,P07711,Q9HBQ7,CTSL,CATL|CTSL1|MEP,cathepsin L
A0A024R141,B2R717,O60911,CTSV,CATL2|CTSL2|CTSU,cathepsin V
Q01094,Q9BSD8,E2F1,E2F-1|RBAP1|RBBP3|RBP3,E2F transcription factor 1
P05198,Q53XC0,EIF2S1,EIF-2|EIF-2A|EIF-2alpha|EIF2|EIF2A,eukaryotic translation initiation factor 2 subunit alpha
Q13541,EIF4EBP1,4E-BP1|4EBP1|BP-1|PHAS-I,eukaryotic translation initiation factor 4E binding protein 1
A0A024QZM3,Q13542,EIF4EBP2,4EBP2|PHASII,eukaryotic translation initiation factor 4E binding protein 2
A0A087WTS4,P62942,Q0VDC6,FKBP1A,FKBP-12|FKBP-1A|FKBP1|FKBP12|PKC12|PKCI2|PPIASE,FK506 binding protein 1A
P01100,Q6FG41,FOS,AP-1|C-FOS|p55,Fos proto-oncogene, AP-1 trancription factor subunit
P04406,V9HVZ4,GAPDH,G3PD|GAPD|HEL-S-162eP,glyceraldehyde-3-phosphate dehydrogenase
B0LPF3,P62993,GRB2,ASH|EGFRBP-GRB2|Grb3-3|MST084|MSTP084|NCKAP2,growth factor receptor bound protein 2
D0VY79,Q16665,HIF1A,HIF-1-alpha|HIF-1A|HIF-1alpha|HIF1|HIF1-ALPHA|MOP1|PASD8|bHLHe78,hypoxia inducible factor 1 alpha subunit
P01112,X5D945,HRAS,C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras,Harvey rat sarcoma viral oncogene homolog
I3WAC9,P01308,INS,IDDM|IDDM1|IDDM2|ILPR|IRDN|MODY10,insulin
P06213,INSR,CD220|HHF5,insulin receptor
A0A024R499,P35568,IRS1,HIRS-1,insulin receptor substrate 1
B4DER3,B4DGH1,Q14643,Q59H91,ITPR1,ACV|CLA4|INSP3R1|IP3R|IP3R1|PPP1R94|SCA15|SCA16|SCA29,inositol 1,4,5-trisphosphate receptor type 1
Q14571,ITPR2,ANHD|CFAP48|INSP3R2|IP3R2,inositol 1,4,5-trisphosphate receptor type 2
A6H8K3,Q14573,Q59ES2,ITPR3,IP3R|IP3R3,inositol 1,4,5-trisphosphate receptor type 3
P05412,JUN,AP-1|AP1|c-Jun,Jun proto-oncogene, AP-1 transcription factor subunit
A0A024RAV5,I1SRC5,L7RSL8,P01116,KRAS,C-K-RAS|CFC2|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|KI-RAS|KRAS1|KRAS2|NS|NS3|RALD|RASK2,KRAS proto-oncogene, GTPase
Q16236,NFE2L2,HEBP1|NRF2,nuclear factor, erythroid 2 like 2
A0A024RDJ4,P19838,NFKB1,CVID12|EBP-1|KBF1|NF-kB1|NF-kappa-B|NF-kappaB|NFKB-p105|NFKB-p50|NFkappaB|p105|p50,nuclear factor kappa B subunit 1
P25963,NFKBIA,IKBA|MAD-3|NFKBI,NFKB inhibitor alpha
G5E9C2,Q15653,NFKBIB,IKBB|TRIP9,NFKB inhibitor beta
A0A024RD24,O00221,Q96F31,NFKBIE,IKBE,NFKB inhibitor epsilon
P01111,Q5U091,NRAS,ALPS4|CMNS|N-ras|NCMS|NRAS1|NS6,neuroblastoma RAS viral oncogene homolog
A0A024R5P0,Q13153,PAK1,PAKalpha,p21 (RAC1) activated kinase 1
E9PER6,O15530,PDPK1,PDK1|PDPK2|PDPK2P|PRO0461,3-phosphoinositide dependent protein kinase 1
P19174,Q4LE43,Q9UFY1,PLCG1,NCKAP3|PLC-II|PLC1|PLC148|PLCgamma1,phospholipase C gamma 1
B3KUN1,P67775,PPP2CA,PP2Ac|PP2CA|PP2Calpha|RP-C,protein phosphatase 2 catalytic subunit alpha
P62714,PPP2CB,PP2Abeta|PP2CB,protein phosphatase 2 catalytic subunit beta
A8K7B7,P30153,PPP2R1A,MRD36|PP2A-Aalpha|PP2AAALPHA|PR65A,protein phosphatase 2 regulatory subunit A, alpha
P30154,PPP2R1B,PP2A-Abeta|PR65B,protein phosphatase 2 regulatory subunit A, beta
Q00005,PPP2R2B,B55BETA|PP2AB55BETA|PP2ABBETA|PP2APR55B|PP2APR55BETA|PR2AB55BETA|PR2ABBETA|PR2APR55BETA|PR52B|PR55-BETA|PR55BETA|SCA12,protein phosphatase 2 regulatory subunit B, beta
Q9Y2T4,PPP2R2C,B55-GAMMA|IMYPNO|IMYPNO1|PR52|PR55G,protein phosphatase 2 regulatory subunit B, gamma
Q06190,PPP2R3A,PPP2R3|PR130|PR72,protein phosphatase 2 regulatory subunit B'', alpha
B4DZF8,F6WIT2,Q15257,PPP2R4,PP2A|PR53|PTPA,protein phosphatase 2 regulatory subunit 4
Q15172,PPP2R5A,B56A|PR61A,protein phosphatase 2 regulatory subunit B', alpha
A0A024R593,Q15173,PPP2R5B,B56B|PR61B,protein phosphatase 2 regulatory subunit B', beta
Q13362,PPP2R5C,B56G|PR61G,protein phosphatase 2 regulatory subunit B', gamma
A0A024RD11,Q14738,PPP2R5D,B56D|MRD35,protein phosphatase 2 regulatory subunit B', delta
B7Z5X1,B7Z7C0,Q16537,Q59EK0,PPP2R5E,,protein phosphatase 2 regulatory subunit B', epsilon
A0A024RBN1,Q9Y478,PRKAB1,AMPK|HAMPKb,protein kinase AMP-activated non-catalytic subunit beta 1
P17252,Q7Z727,PRKCA,AAG6|PKC-alpha|PKCA|PRKACA,protein kinase C alpha
P05771,PRKCB,PKC-beta|PKCB|PRKCB1|PRKCB2,protein kinase C beta
A0A024R328,B4DFV1,Q05655,PRKCD,ALPS3|CVID9|MAY1|PKCD|nPKC-delta,protein kinase C delta
B2R5T1,B7Z3W6,P05129,PRKCG,PKC-gamma|PKCC|PKCG|SCA14,protein kinase C gamma
Q04759,PRKCQ,PRKCT|nPKC-theta,protein kinase C theta
P19525,Q8IW76,EIF2AK2,EIF2AK1|PKR|PPP1R83|PRKR,eukaryotic translation initiation factor 2 alpha kinase 2
P45985,MAP2K4,JNKK|JNKK1|MAPKK4|MEK4|MKK4|PRKMK4|SAPKK-1|SAPKK1|SEK1|SERK1|SKK1,mitogen-activated protein kinase kinase 4
P29353,SHC1,SHC|SHCA,SHC (Src homology 2 domain containing) transforming protein 1
E9LUE8,E9LUE9,P17405,Q59EN6,Q8IUN0,SMPD1,ASM|ASMASE|NPD,sphingomyelin phosphodiesterase 1
P00441,V9HWC9,SOD1,ALS|ALS1|HEL-S-44|IPOA|SOD|hSod1|homodimer,superoxide dismutase 1, soluble
A0A0C4DFU1,A0A0C4DFU2,P04179,SOD2,IPO-B|IPOB|MNSOD|MVCD6|Mn-SOD,superoxide dismutase 2, mitochondrial
G5E9C8,Q07889,SOS1,GF1|GGF1|GINGF|HGF|NS4,SOS Ras/Rac guanine nucleotide exchange factor 1
Q13077,TRAF1,EBI6|MGC:10353,TNF receptor associated factor 1
P0CG48,UBC,HMG20,ubiquitin C
Q9Y277,VDAC3,HD-VDAC3|VDAC-3,voltage dependent anion channel 3
O14654,IRS4,IRS-4|PY160,insulin receptor substrate 4
O60516,EIF4EBP3,4E-BP3|4EBP3,eukaryotic translation initiation factor 4E binding protein 3
Q9P084,Q9Y4H2,IRS2,IRS-2,insulin receptor substrate 2
Q15628,TRADD,Hs.89862,TNFRSF1A associated via death domain
A0A024QZU0,Q13546,RIPK1,RIP|RIP-1|RIP1,receptor interacting serine/threonine kinase 1
B7Z3M9,F6SFB5,P56377,Q549M9,AP1S2,DC22|MRX59|MRXS21|MRXS5|MRXSF|PGS|SIGMA1B,adaptor related protein complex 1 sigma 2 subunit
O75843,Q86U03,Q86V28,AP1G2,G2AD,adaptor related protein complex 1 gamma 2 subunit
A0A024R7K8,B3KNH5,Q59EK3,Q9BXS5,AP1M1,AP47|CLAPM2|CLTNM|MU-1A,adaptor related protein complex 1 mu 1 subunit
Q68D39,Q99558,MAP3K14,FTDCR1B|HS|HSNIK|NIK,mitogen-activated protein kinase kinase kinase 14
O95817,BAG3,BAG-3|BIS|CAIR-1|MFM6,BCL2 associated athanogene 3
A0A024R7C0,Q14145,KEAP1,INrf2|KLHL19,kelch like ECH associated protein 1
B4DXS2,Q9Y4R8,TELO2,CLK2|TEL2,telomere maintenance 2
Q53GI5,Q9Y6Q5,AP1M2,AP1-mu2|HSMU1B|MU-1B|MU1B|mu2,adaptor related protein complex 1 mu 2 subunit
A0A024RBP6,A0A024RBP8,A0A024RBQ0,A0A024RBQ3,Q96RR4,CAMKK2,CAMKK|CAMKKB,calcium/calmodulin-dependent protein kinase kinase 2
B4DNR4,E7ESS6,O14815,Q6PIV8,CAPN9,GC36|nCL-4,calpain 9
Q9UMQ6,CAPN11,calpain11,calpain 11
Q9HC96,CAPN10,CANP10|NIDDM1,calpain 10
A0A024R9L9,Q96JC1,VPS39,TLP|VAM6|hVam6p,VPS39, HOPS complex subunit
A0A024QZQ1,A8K128,B0QZ35,E9PC49,Q96EB6,SIRT1,SIR2|SIR2L1|SIR2alpha,sirtuin 1
Q7Z479,Q9Y6W3,CAPN7,CALPAIN7|PALBH,calpain 7
A0A024R7P2,B2R8G6,Q14318,FKBP8,FKBP38|FKBPr38,FK506 binding protein 8
P49754,VPS41,HVPS41|HVSP41|hVps41p,VPS41, HOPS complex subunit
A0A024QZU1,Q9BQI3,EIF2AK1,HCR|HRI,eukaryotic translation initiation factor 2 alpha kinase 1
Q9Y5P8,PPP2R3B,NYREN8|PPP2R3L|PPP2R3LY|PR48,protein phosphatase 2 regulatory subunit B'', beta
Q24324,X2JAZ3,Dsor1,CG15793|D-MEK|D-MEK/Dsor|D-Mek|D-SOR|D-Sor|D-mek|D-sor|D-sor-1|DMEK-1|DRODSOR1|DSOR1|DSORT|DSor|DSor1|Dmek|DmelCG15793|Dsor|EK1-1|MAPKK|MEK|MEK/Dsor1|MEK1/2|Mek|SOR|Sor|Su(Raf)34B|dMEK|dSor|dSor1|dsor,Downstream of raf1
B4F5L6,Q9W328,Lst8,CG3004|DmelCG3004|Gbl|dGbetaL|dLST8|lst8,
A4V4C1,M9NDU6,M9NGA3,M9PHA6,P08182,CkIIbeta,And|CCK2|CG15224|CK II|CK-2|CK-II beta|CK-IIbeta|CK2|CK2-beta|CK2beta|CKII|CKII beta|CKII-beta1|CKIIb|CKIIbeta|Cask-II-b|Ck-IIbeta|Ck2beta|CkII|CkII-beta|CkIIbeta1|Ckiibeta|DmCK2beta|DmCKIIbeta|DmCkII,Casein kinase II beta subunit
B7Z147,P83099,Q9VYN1,Pkcdelta,CG10524|CG11245|CG42349|DmelCG42349|Dmel_CG10524|Dmel_CG11245|PKCd|PKCdelta,Protein kinase C delta
Q9VY87,CtsB1,CB|CG-10992|CG10992|CTSB1|DmelCG10992|anon-EST:ParkEST132,Cathepsin B1
M9NEH6,M9NGF7,M9PJN5,Q86NK9,Q8IR37,Q8IR38,Q9XYX1,HDAC6,CG6170|DHDAC2|DmHDAC2|DmelCG6170|HDAC|HDAC2|dHDAC2|dHDAC6|dmHDA404|hdac6,Histone deacetylase 6
M9PJN8,P07487,Gapdh2,CG8893|DmelCG8893|GA3PDH|GADPH|GAP|GAPDH|GAPDH II|GAPDH2|Gapd|Gapdh|Gapdh-2|Gapdh13F,Glyceraldehyde 3 phosphate dehydrogenase 2
Q9VXH6,T2GFF8,CalpC,CG3692|DmelCG3692,Calpain C
Q9VWJ6,X2JFR5,X2JL73,rictor,8002|CG8002|DmelCG8002|Rictor|dRic|dRictor,rapamycin-insensitive companion of Tor
Q9XZ56,Thor,153432_at|43-BP|4E-BP|4E-BP1|4EBP|4e-BP|4e-bp|4eBP|4ebp|BcDNA.HL08053|BcDNA:HL08053|CG8846|CT8705|Dm 4E-BP|DmelCG8846|Phas1|Thor/EIF4EBP|anon-WO0172774.158|d4E-BP|d4E-BP1|d4EBP|d4e-bp|d4eBP|dthor|eIF4,
P26675,Sos,2.3|34Ea|BG:DS00941.4|CG7793|DmelCG7793|E(sev)2A|E(var)189|EC2-5|EK2-8|EY2-3|SOS|Sos1|Su(tor)2-2|br24|br25|dSos|dme-SOS|l(2)34Ea|l(2)Sos|l(2)br24|l(2)br25|l(2)k05224|l(2)k06321|sos,Son of sevenless
P07486,Gapdh1,BEST:GH12586|CG12055|DmelCG12055|GA3PDH|GADPH|GAP|GAPDH|GAPDH I|GAPDH-1|GAPDH1|GAPDHI|Gapd|Gapdh|Gapdh-1|Gapdh43E|gapdh|gapdh-1|gh12586,Glyceraldehyde 3 phosphate dehydrogenase 1
Q08012,drk,24/1|CG6033|DRK|DmelCG6033|Drk|Drk/Grb2|E(sev)2B|GRB2|Grb-2|Grb/drk|Grb2|Grb2/drk|P1112|Su(sev)R1|crkl|l(2)10626|l(2)k13809,downstream of receptor kinase
A0A0B4JD48,Q95029,Cp1,CATL_DROME|CG6692|CL|CP1|CT20780|CTSL|CatL|Cath L|CysP-1|DCP1|Dcp-1|Dcp1|DmelCG6692|cp1|fs(2)50Ca,Cysteine proteinase-1
A0A0B4LGQ1,Q00637,Sod2,CG8905|DmelCG8905|Mito SOD|Mn SOD|Mn-SOD|Mn-SOD2|MnSOD|MnSODII|Mn[2+]SOD|SOD|SOD-2|SOD2|Sod-2|dSOD2|dSod2|mitSOD2|mnSOD|sod2,Superoxide dismutase 2 (Mn)
H0RN81,P48375,FK506-bp2,11001|143729_at|CG11001|DmelCG11001|DrFKBP12|FKBP|FKBP12|Fk506-bp2|dFKBP12|fkbp,FK506-binding protein 2
A0A0B4LG26,A8DYJ3,Q11002,CalpA,CG18152|CG7563|DmelCG7563|EST C|calpA,Calpain-A
A0A0B4LGL2,D6W4U0,Q8MLP3,Q9W188,CG3376,DmelCG3376|aSMase,
A4V164,A4V166,H5V8B9,Q9W0V1,Pdk1,1210|CG1201|CG1210|DSTPK61|DmelCG1210|Dstpk61|PDK|PDK-1|PDK1|PDK1/Pk61C|PK61C|Pk61C|Pk61C/PDK1|Pk61C|PDK1|Pk61c/PDK1|dPDK|dPDK-1|dPDK1|dSTPK61|pdk1|pk61c,Phosphoinositide-dependent kinase 1
A4V1F9,P0CG69,Ubi-p63E,CG11624|DmUb|DmUbi-p63E|DmelCG11624|UB|Ub|Ubi-P63e|Ubi-p|Ubi63E|Ubi63p|Ubip|Ubip63E|Ubiq|Ubp|magn|ubi|ubi-p63E|ubi63E,Ubiquitin-63E
M9NE73,Q9VT65,CalpB,CALPB|CG8107|DmelCG8107|calpB,Calpain-B
M9PF91,P61851,Sod,CG11793|Cu|Cu-Zn SOD|Cu/Zn SOD|Cu/Zn sod|Cu/Zn superoxide dismutase|Cu/ZnSOD|CuSOD|CuZn SOD|CuZn-SOD|CuZn-SOD1|CuZnSOD|Cu[2+]/Zn[2+]SOD|DmelCG11793|G|Mn SOD|SOD|SOD-1|SOD1|SOD2|SODC_DROME|Sod-1|Sod1|T,Superoxide dismutase
A0A0B4KG56,A0A0B4KGJ5,Q9NIV1,PEK,CG2087|DPERK|DmPEK|DmelCG2087|DpERK|EIF2-like|PERK|Pek|Perk|dPERK|pERK|pek|perk,pancreatic eIF-2alpha kinase
A0A0B4LGN1,P29993,Itp-r83A,CG1063|DIP|DmInsP[[3R]]|DmInsP[[3]]R|DmelCG1063|IP|IP3R|IP[[3]] receptor|IP[[3]]R|ITP-r83A|ITPR1|Ins3PR|InsP[[3]]|InsP[[3]]R|Insp3R|Ip3R|Itp-r|Itp-r-83A|Itp-r42B|Itp-r[1]|Itpr|anon-WO02059370.49|dIP[[,Inositol 1,4,5,-tris-phosphate receptor
A0A0B4KFJ2,O15945,tgo,ARNT|Arnt|CG11987|DARNT|DmelCG11987|HIF-1|HIF-1beta|HIF1b|Hif1|TGO|Tango|Tgo|arnt|bHLHe4|dARNT|dHIF-1beta|dTgo|darnt|jay|prd7,tango
